level,name,shortName,code,path,displayName,displayShortName,comment,parent,numberOfChildren
"[3,4]","[""Republic of Côte d'Ivoire"",""IR - Cote d'Ivoire""]","[""Côte d'Ivoire"",""IR - Cote d'Ivoire""]","[""CIV"",""Ento_CI""]","[""/H8RixfF8ugH/seHJdofSPcM/WXGcnQWJ0Qd"",""/Hs0PQkZwh54/tj59TOvhhDA/HPa9EhcYfjt/KPhsJhtZSrm""]","[""Republic of Côte d'Ivoire"",""IR - Cote d'Ivoire""]","[""Côte d'Ivoire"",""IR - Cote d'Ivoire""]","[""From SISR Côte d'Ivoire, 14/05/2018"",null]","[{""name"":""AFR""},{""name"":""Insecticide Resistance-AFRO""}]","[20,80]"
