level,name,shortName,leaf,path,favorite,dimensionItemType,displayName,displayShortName,externalAccess,featureType,openingDate,parent,access,children,translations,userGroupAccesses,attributeValues,userAccesses,legendSets,favorites,numberOfChildren
2,Insecticide Resistance,Insecticide Resistance,,/Hs0PQkZwh54/tj59TOvhhDA,,ORGANISATION_UNIT,Insecticide Resistance,Insecticide Resistance,,NONE,2018-04-24T00:00:00.000,"{""name"":""WHO GMP""}","{""read"":true,""update"":true,""externalize"":true,""delete"":true,""write"":true,""manage"":true}","[{""name"":""Insecticide Resistance-AFRO"",""id"":""HPa9EhcYfjt""},{""name"":""Insecticide Resistance-WPRO"",""id"":""oKLCOCbUNuu""},{""name"":""Insecticide Resistance-EURO"",""id"":""T3NCngQFnl2""},{""name"":""Insecticide Resistance-SEARO"",""id"":""SAYniFQXmiw""},{""name"":""Insecticide Resistance-PAHO"",""id"":""iAZuNlS1gI6""},{""name"":""Insecticide Resistance-EMRO"",""id"":""UvOtZMl67cF""}]",[],[],[],[],[],[],6
